"Notes"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"30-34 years"	"30-34"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	11707	8041752	145.578
	"30-34 years"	"30-34"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	11923	8182003	145.722
	"30-34 years"	"30-34"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	12334	8306856	148.480
	"30-34 years"	"30-34"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	12987	8370948	155.144
	"30-34 years"	"30-34"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	14149	8403398	168.372
	"30-34 years"	"30-34"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	15780	8433938	187.101
	"30-34 years"	"30-34"	"Male"	"M"	"White"	"2106-3"	"2017"	"2017"	16550	8479854	195.168
"Total"	"30-34 years"	"30-34"	"Male"	"M"	"White"	"2106-3"			229241	154302737	148.566
"Total"	"30-34 years"	"30-34"	"Male"	"M"					294818	180150741	163.651
"Total"	"30-34 years"	"30-34"							436387	357551212	122.049
	"35-39 years"	"35-39"	"Female"	"F"	"Black or African American"	"2054-5"	"1999"	"1999"	3492	1564410	223.215
	"35-39 years"	"35-39"	"Female"	"F"	"Black or African American"	"2054-5"	"2000"	"2000"	3337	1563679	213.407
	"35-39 years"	"35-39"	"Female"	"F"	"Black or African American"	"2054-5"	"2001"	"2001"	3363	1554419	216.351
	"35-39 years"	"35-39"	"Female"	"F"	"Black or African American"	"2054-5"	"2002"	"2002"	3231	1533488	210.696
	"35-39 years"	"35-39"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	3203	1509449	212.197
	"35-39 years"	"35-39"	"Female"	"F"	"Black or African American"	"2054-5"	"2004"	"2004"	2836	1479799	191.648
	"35-39 years"	"35-39"	"Female"	"F"	"Black or African American"	"2054-5"	"2005"	"2005"	2801	1472363	190.238
	"35-39 years"	"35-39"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	2772	1485026	186.663
	"35-39 years"	"35-39"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	2684	1497090	179.281
	"35-39 years"	"35-39"	"Female"	"F"	"Black or African American"	"2054-5"	"2008"	"2008"	2480	1499322	165.408
	"35-39 years"	"35-39"	"Female"	"F"	"Black or African American"	"2054-5"	"2009"	"2009"	2400	1493256	160.723
	"35-39 years"	"35-39"	"Female"	"F"	"Black or African American"	"2054-5"	"2010"	"2010"	2370	1476350	160.531
	"35-39 years"	"35-39"	"Female"	"F"	"Black or African American"	"2054-5"	"2011"	"2011"	2294	1440501	159.250
	"35-39 years"	"35-39"	"Female"	"F"	"Black or African American"	"2054-5"	"2012"	"2012"	2250	1438440	156.419
	"35-39 years"	"35-39"	"Female"	"F"	"Black or African American"	"2054-5"	"2013"	"2013"	2179	1448109	150.472
	"35-39 years"	"35-39"	"Female"	"F"	"Black or African American"	"2054-5"	"2014"	"2014"	2330	1484229	156.984
	"35-39 years"	"35-39"	"Female"	"F"	"Black or African American"	"2054-5"	"2015"	"2015"	2365	1529285	154.647
	"35-39 years"	"35-39"	"Female"	"F"	"Black or African American"	"2054-5"	"2016"	"2016"	2619	1564817	167.368
	"35-39 years"	"35-39"	"Female"	"F"	"Black or African American"	"2054-5"	"2017"	"2017"	2633	1598289	164.739
"Total"	"35-39 years"	"35-39"	"Female"	"F"	"Black or African American"	"2054-5"			51639	28632321	180.352
	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	"1999"	"1999"	9232	9277734	99.507
	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	9104	9176169	99.214
	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	9358	8915144	104.967
	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	9072	8679772	104.519
	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	8668	8441880	102.679
	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	8203	8243064	99.514
	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	8146	8176053	99.632
	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	8120	8204390	98.971
	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	7984	8165053	97.783
	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	7787	8066223	96.538
	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	7818	7902816	98.927
	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	7544	7751513	97.323
	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	7308	7478229	97.724
	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	"2012"	"2012"	7245	7407546	97.806
	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	"2013"	"2013"	7579	7431576	101.984
	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	"2014"	"2014"	7929	7530519	105.292
	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	"2015"	"2015"	8291	7671006	108.082
	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	"2016"	"2016"	9225	7813961	118.058
	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	"2017"	"2017"	9533	7955561	119.828
"Total"	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"			158146	154288209	102.500
"Total"	"35-39 years"	"35-39"	"Female"	"F"					209785	182920530	114.686
	"35-39 years"	"35-39"	"Male"	"M"	"Black or African American"	"2054-5"	"1999"	"1999"	5171	1387055	372.804
	"35-39 years"	"35-39"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	5015	1386896	361.599
	"35-39 years"	"35-39"	"Male"	"M"	"Black or African American"	"2054-5"	"2001"	"2001"	5022	1380627	363.748
	"35-39 years"	"35-39"	"Male"	"M"	"Black or African American"	"2054-5"	"2002"	"2002"	4996	1359435	367.506
	"35-39 years"	"35-39"	"Male"	"M"	"Black or African American"	"2054-5"	"2003"	"2003"	4620	1336249	345.744
	"35-39 years"	"35-39"	"Male"	"M"	"Black or African American"	"2054-5"	"2004"	"2004"	4262	1313871	324.385
	"35-39 years"	"35-39"	"Male"	"M"	"Black or African American"	"2054-5"	"2005"	"2005"	4247	1307656	324.780
	"35-39 years"	"35-39"	"Male"	"M"	"Black or African American"	"2054-5"	"2006"	"2006"	4268	1316137	324.282
	"35-39 years"	"35-39"	"Male"	"M"	"Black or African American"	"2054-5"	"2007"	"2007"	4147	1328450	312.168
	"35-39 years"	"35-39"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	3771	1331056	283.309
	"35-39 years"	"35-39"	"Male"	"M"	"Black or African American"	"2054-5"	"2009"	"2009"	3729	1324479	281.545
	"35-39 years"	"35-39"	"Male"	"M"	"Black or African American"	"2054-5"	"2010"	"2010"	3440	1307906	263.016
	"35-39 years"	"35-39"	"Male"	"M"	"Black or African American"	"2054-5"	"2011"	"2011"	3323	1279584	259.694
	"35-39 years"	"35-39"	"Male"	"M"	"Black or African American"	"2054-5"	"2012"	"2012"	3386	1279497	264.635
	"35-39 years"	"35-39"	"Male"	"M"	"Black or African American"	"2054-5"	"2013"	"2013"	3523	1294034	272.249
	"35-39 years"	"35-39"	"Male"	"M"	"Black or African American"	"2054-5"	"2014"	"2014"	3629	1331043	272.643
	"35-39 years"	"35-39"	"Male"	"M"	"Black or African American"	"2054-5"	"2015"	"2015"	4018	1377906	291.602
	"35-39 years"	"35-39"	"Male"	"M"	"Black or African American"	"2054-5"	"2016"	"2016"	4375	1414017	309.402
	"35-39 years"	"35-39"	"Male"	"M"	"Black or African American"	"2054-5"	"2017"	"2017"	4756	1451890	327.573
"Total"	"35-39 years"	"35-39"	"Male"	"M"	"Black or African American"	"2054-5"			79698	25507788	312.446
	"35-39 years"	"35-39"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	17792	9425123	188.772
	"35-39 years"	"35-39"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	17529	9315701	188.166
	"35-39 years"	"35-39"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	17880	9074472	197.036
	"35-39 years"	"35-39"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	16840	8836733	190.568
	"35-39 years"	"35-39"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	16344	8604177	189.954
	"35-39 years"	"35-39"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	15483	8425967	183.753
	"35-39 years"	"35-39"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	15031	8370486	179.571
	"35-39 years"	"35-39"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	15107	8395132	179.950
	"35-39 years"	"35-39"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	14820	8356354	177.350
	"35-39 years"	"35-39"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	14536	8243649	176.330
	"35-39 years"	"35-39"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	14164	8065566	175.611
	"35-39 years"	"35-39"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	13391	7898133	169.546
	"35-39 years"	"35-39"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	13232	7640047	173.193
	"35-39 years"	"35-39"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	13156	7583836	173.474
	"35-39 years"	"35-39"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	13215	7631549	173.163
	"35-39 years"	"35-39"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	14055	7726589	181.904
	"35-39 years"	"35-39"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	15251	7885422	193.408
	"35-39 years"	"35-39"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	17358	8036205	215.997
	"35-39 years"	"35-39"	"Male"	"M"	"White"	"2106-3"	"2017"	"2017"	18265	8192549	222.946
"Total"	"35-39 years"	"35-39"	"Male"	"M"	"White"	"2106-3"			293449	157707690	186.071
"Total"	"35-39 years"	"35-39"	"Male"	"M"					373147	183215478	203.666
"Total"	"35-39 years"	"35-39"							582932	366136008	159.212
	"40-44 years"	"40-44"	"Female"	"F"	"Black or African American"	"2054-5"	"1999"	"1999"	4982	1468119	339.346
	"40-44 years"	"40-44"	"Female"	"F"	"Black or African American"	"2054-5"	"2000"	"2000"	4969	1490950	333.277
	"40-44 years"	"40-44"	"Female"	"F"	"Black or African American"	"2054-5"	"2001"	"2001"	5189	1528203	339.549
	"40-44 years"	"40-44"	"Female"	"F"	"Black or African American"	"2054-5"	"2002"	"2002"	5155	1542839	334.124
	"40-44 years"	"40-44"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	5037	1558049	323.289
	"40-44 years"	"40-44"	"Female"	"F"	"Black or African American"	"2054-5"	"2004"	"2004"	4938	1572854	313.952
	"40-44 years"	"40-44"	"Female"	"F"	"Black or African American"	"2054-5"	"2005"	"2005"	4759	1571692	302.795
	"40-44 years"	"40-44"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	4637	1563778	296.525
	"40-44 years"	"40-44"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	4200	1543918	272.035
	"40-44 years"	"40-44"	"Female"	"F"	"Black or African American"	"2054-5"	"2008"	"2008"	4110	1521526	270.124
	"40-44 years"	"40-44"	"Female"	"F"	"Black or African American"	"2054-5"	"2009"	"2009"	3801	1492077	254.746
	"40-44 years"	"40-44"	"Female"	"F"	"Black or African American"	"2054-5"	"2010"	"2010"	3531	1485235	237.740
	"40-44 years"	"40-44"	"Female"	"F"	"Black or African American"	"2054-5"	"2011"	"2011"	3533	1494405	236.415
	"40-44 years"	"40-44"	"Female"	"F"	"Black or African American"	"2054-5"	"2012"	"2012"	3424	1502760	227.847
	"40-44 years"	"40-44"	"Female"	"F"	"Black or African American"	"2054-5"	"2013"	"2013"	3366	1502155	224.078
	"40-44 years"	"40-44"	"Female"	"F"	"Black or African American"	"2054-5"	"2014"	"2014"	3457	1500053	230.459
	"40-44 years"	"40-44"	"Female"	"F"	"Black or African American"	"2054-5"	"2015"	"2015"	3414	1483787	230.087
	"40-44 years"	"40-44"	"Female"	"F"	"Black or African American"	"2054-5"	"2016"	"2016"	3352	1453031	230.690
	"40-44 years"	"40-44"	"Female"	"F"	"Black or African American"	"2054-5"	"2017"	"2017"	3467	1457079	237.942
"Total"	"40-44 years"	"40-44"	"Female"	"F"	"Black or African American"	"2054-5"			79321	28732510	276.067
	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"	"1999"	"1999"	13461	9135045	147.356
	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	14014	9210111	152.159
	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	14536	9335490	155.707
	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	15066	9336769	161.362
	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	14997	9308138	161.117
	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	14622	9283211	157.510
	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	14614	9157860	159.579
	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	14170	8930718	158.666
	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	13466	8694463	154.880
	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	13158	8457532	155.577
	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	12892	8257772	156.120
	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	12030	8189271	146.900
	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	12294	8217568	149.606
	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"	"2012"	"2012"	12074	8165550	147.865
	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"	"2013"	"2013"	12067	8057381	149.763
	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"	"2014"	"2014"	12263	7913546	154.962
	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"	"2015"	"2015"	11986	7723915	155.180
	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"	"2016"	"2016"	11942	7490656	159.425
	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"	"2017"	"2017"	11923	7437062	160.319
"Total"	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"			251575	162302058	155.004
"Total"	"40-44 years"	"40-44"	"Female"	"F"					330896	191034568	173.213
	"40-44 years"	"40-44"	"Male"	"M"	"Black or African American"	"2054-5"	"1999"	"1999"	7396	1291354	572.732
	"40-44 years"	"40-44"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	7236	1317791	549.101
	"40-44 years"	"40-44"	"Male"	"M"	"Black or African American"	"2054-5"	"2001"	"2001"	7113	1351647	526.247
	"40-44 years"	"40-44"	"Male"	"M"	"Black or African American"	"2054-5"	"2002"	"2002"	6853	1365042	502.036
	"40-44 years"	"40-44"	"Male"	"M"	"Black or African American"	"2054-5"	"2003"	"2003"	6924	1374840	503.622
	"40-44 years"	"40-44"	"Male"	"M"	"Black or African American"	"2054-5"	"2004"	"2004"	6438	1388885	463.537
	"40-44 years"	"40-44"	"Male"	"M"	"Black or African American"	"2054-5"	"2005"	"2005"	6379	1388827	459.308
	"40-44 years"	"40-44"	"Male"	"M"	"Black or African American"	"2054-5"	"2006"	"2006"	6253	1387611	450.631
	"40-44 years"	"40-44"	"Male"	"M"	"Black or African American"	"2054-5"	"2007"	"2007"	5959	1371378	434.526
	"40-44 years"	"40-44"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	5417	1355115	399.745
	"40-44 years"	"40-44"	"Male"	"M"	"Black or African American"	"2054-5"	"2009"	"2009"	5223	1333435	391.695
	"40-44 years"	"40-44"	"Male"	"M"	"Black or African American"	"2054-5"	"2010"	"2010"	4675	1331148	351.201
	"40-44 years"	"40-44"	"Male"	"M"	"Black or African American"	"2054-5"	"2011"	"2011"	4639	1332702	348.090
	"40-44 years"	"40-44"	"Male"	"M"	"Black or African American"	"2054-5"	"2012"	"2012"	4633	1340149	345.708
	"40-44 years"	"40-44"	"Male"	"M"	"Black or African American"	"2054-5"	"2013"	"2013"	4691	1334951	351.399
	"40-44 years"	"40-44"	"Male"	"M"	"Black or African American"	"2054-5"	"2014"	"2014"	4581	1330068	344.418
	"40-44 years"	"40-44"	"Male"	"M"	"Black or African American"	"2054-5"	"2015"	"2015"	4749	1312838	361.735
	"40-44 years"	"40-44"	"Male"	"M"	"Black or African American"	"2054-5"	"2016"	"2016"	5091	1288560	395.092
	"40-44 years"	"40-44"	"Male"	"M"	"Black or African American"	"2054-5"	"2017"	"2017"	5138	1291768	397.749
"Total"	"40-44 years"	"40-44"	"Male"	"M"	"Black or African American"	"2054-5"			109388	25488109	429.173
	"40-44 years"	"40-44"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	25122	9169012	273.988
	"40-44 years"	"40-44"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	25849	9252191	279.382
	"40-44 years"	"40-44"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	26363	9379447	281.072
	"40-44 years"	"40-44"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	27115	9384785	288.925
	"40-44 years"	"40-44"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	26739	9343130	286.189
	"40-44 years"	"40-44"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	25732	9324138	275.972
	"40-44 years"	"40-44"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	25793	9197005	280.450
	"40-44 years"	"40-44"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	24663	8989893	274.341
	"40-44 years"	"40-44"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	23301	8761843	265.937
	"40-44 years"	"40-44"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	22128	8547964	258.869
	"40-44 years"	"40-44"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	21463	8364758	256.588
	"40-44 years"	"40-44"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	20095	8310099	241.814
	"40-44 years"	"40-44"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	20164	8344634	241.640
	"40-44 years"	"40-44"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	19753	8298219	238.039
	"40-44 years"	"40-44"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	19669	8180971	240.424
	"40-44 years"	"40-44"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	19427	8020305	242.223
	"40-44 years"	"40-44"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	19529	7830255	249.404
	"40-44 years"	"40-44"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	20027	7600265	263.504
	"40-44 years"	"40-44"	"Male"	"M"	"White"	"2106-3"	"2017"	"2017"	20268	7558764	268.139
"Total"	"40-44 years"	"40-44"	"Male"	"M"	"White"	"2106-3"			433200	163857678	264.376
"Total"	"40-44 years"	"40-44"	"Male"	"M"					542588	189345787	286.559
"Total"	"40-44 years"	"40-44"							873484	380380355	229.634
	"45-49 years"	"45-49"	"Female"	"F"	"Black or African American"	"2054-5"	"1999"	"1999"	5912	1229341	480.908
	"45-49 years"	"45-49"	"Female"	"F"	"Black or African American"	"2054-5"	"2000"	"2000"	6385	1264346	505.004
	"45-49 years"	"45-49"	"Female"	"F"	"Black or African American"	"2054-5"	"2001"	"2001"	6372	1314452	484.765
	"45-49 years"	"45-49"	"Female"	"F"	"Black or African American"	"2054-5"	"2002"	"2002"	6683	1366497	489.061
	"45-49 years"	"45-49"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	6856	1412383	485.421
	"45-49 years"	"45-49"	"Female"	"F"	"Black or African American"	"2054-5"	"2004"	"2004"	6783	1450410	467.661
	"45-49 years"	"45-49"	"Female"	"F"	"Black or African American"	"2054-5"	"2005"	"2005"	6949	1491287	465.973
	"45-49 years"	"45-49"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	6863	1520017	451.508
	"45-49 years"	"45-49"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	6639	1535320	432.418
	"45-49 years"	"45-49"	"Female"	"F"	"Black or African American"	"2054-5"	"2008"	"2008"	6548	1551511	422.040
	"45-49 years"	"45-49"	"Female"	"F"	"Black or African American"	"2054-5"	"2009"	"2009"	6328	1566586	403.936
	"45-49 years"	"45-49"	"Female"	"F"	"Black or African American"	"2054-5"	"2010"	"2010"	5916	1565712	377.847
	"45-49 years"	"45-49"	"Female"	"F"	"Black or African American"	"2054-5"	"2011"	"2011"	5779	1549967	372.847
	"45-49 years"	"45-49"	"Female"	"F"	"Black or African American"	"2054-5"	"2012"	"2012"	5548	1530471	362.503
	"45-49 years"	"45-49"	"Female"	"F"	"Black or African American"	"2054-5"	"2013"	"2013"	5317	1507634	352.672
	"45-49 years"	"45-49"	"Female"	"F"	"Black or African American"	"2054-5"	"2014"	"2014"	5209	1483876	351.040
	"45-49 years"	"45-49"	"Female"	"F"	"Black or African American"	"2054-5"	"2015"	"2015"	5136	1480007	347.025
	"45-49 years"	"45-49"	"Female"	"F"	"Black or African American"	"2054-5"	"2016"	"2016"	5261	1490802	352.897
	"45-49 years"	"45-49"	"Female"	"F"	"Black or African American"	"2054-5"	"2017"	"2017"	5133	1504388	341.202
"Total"	"45-49 years"	"45-49"	"Female"	"F"	"Black or African American"	"2054-5"			115617	27815007	415.664
	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	"1999"	"1999"	18117	8240528	219.852
	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	18532	8397915	220.674
	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	19860	8617585	230.459
	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	20796	8818558	235.821
	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	21237	8979063	236.517
	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	21720	9086115	239.046
	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	22169	9192394	241.167
	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	22388	9291738	240.945
	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	22188	9292907	238.763
	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	22593	9265846	243.831
	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	22687	9242261	245.470
	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	21660	9152204	236.664
	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	21267	8862663	239.962
	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	"2012"	"2012"	20492	8626750	237.540
	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	"2013"	"2013"	19882	8385781	237.092
	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	"2014"	"2014"	19466	8214527	236.970
	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	"2015"	"2015"	19276	8161973	236.168
	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	"2016"	"2016"	19407	8180030	237.249
	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	"2017"	"2017"	19121	8138169	234.955
"Total"	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"			392858	166147007	236.452
"Total"	"45-49 years"	"45-49"	"Female"	"F"					508475	193962014	262.152
	"45-49 years"	"45-49"	"Male"	"M"	"Black or African American"	"2054-5"	"1999"	"1999"	9392	1060502	885.618
	"45-49 years"	"45-49"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	9350	1096126	853.004
	"45-49 years"	"45-49"	"Male"	"M"	"Black or African American"	"2054-5"	"2001"	"2001"	9495	1143624	830.255
	"45-49 years"	"45-49"	"Male"	"M"	"Black or African American"	"2054-5"	"2002"	"2002"	9501	1194678	795.277
	"45-49 years"	"45-49"	"Male"	"M"	"Black or African American"	"2054-5"	"2003"	"2003"	9824	1239969	792.278
	"45-49 years"	"45-49"	"Male"	"M"	"Black or African American"	"2054-5"	"2004"	"2004"	9640	1277621	754.527
	"45-49 years"	"45-49"	"Male"	"M"	"Black or African American"	"2054-5"	"2005"	"2005"	9765	1317015	741.449
	"45-49 years"	"45-49"	"Male"	"M"	"Black or African American"	"2054-5"	"2006"	"2006"	9391	1345420	697.998
	"45-49 years"	"45-49"	"Male"	"M"	"Black or African American"	"2054-5"	"2007"	"2007"	8970	1362438	658.379
	"45-49 years"	"45-49"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	8396	1377024	609.721
	"45-49 years"	"45-49"	"Male"	"M"	"Black or African American"	"2054-5"	"2009"	"2009"	8085	1392439	580.636
	"45-49 years"	"45-49"	"Male"	"M"	"Black or African American"	"2054-5"	"2010"	"2010"	7665	1394147	549.799
	"45-49 years"	"45-49"	"Male"	"M"	"Black or African American"	"2054-5"	"2011"	"2011"	7404	1381223	536.047
	"45-49 years"	"45-49"	"Male"	"M"	"Black or African American"	"2054-5"	"2012"	"2012"	7209	1362512	529.096
	"45-49 years"	"45-49"	"Male"	"M"	"Black or African American"	"2054-5"	"2013"	"2013"	7142	1341132	532.535
	"45-49 years"	"45-49"	"Male"	"M"	"Black or African American"	"2054-5"	"2014"	"2014"	6892	1320889	521.770
	"45-49 years"	"45-49"	"Male"	"M"	"Black or African American"	"2054-5"	"2015"	"2015"	6795	1316612	516.097
	"45-49 years"	"45-49"	"Male"	"M"	"Black or African American"	"2054-5"	"2016"	"2016"	7146	1320641	541.101
	"45-49 years"	"45-49"	"Male"	"M"	"Black or African American"	"2054-5"	"2017"	"2017"	7339	1330568	551.569
"Total"	"45-49 years"	"45-49"	"Male"	"M"	"Black or African American"	"2054-5"			159401	24574580	648.642
	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	32778	8151142	402.128
	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	34599	8315715	416.068
	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	35774	8541576	418.822
	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	36894	8738816	422.185
	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	37898	8906928	425.489
	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	37461	9023016	415.172
	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	38117	9138845	417.088
