"Notes"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"65-69 years"	"65-69"	"Male"	"M"	"Black or African American"	"2054-5"	"1999"	"1999"	13862	385148	3599.136
	"65-69 years"	"65-69"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	13505	384337	3513.843
	"65-69 years"	"65-69"	"Male"	"M"	"Black or African American"	"2054-5"	"2001"	"2001"	13763	398238	3455.974
	"65-69 years"	"65-69"	"Male"	"M"	"Black or African American"	"2054-5"	"2002"	"2002"	13465	407500	3304.294
	"65-69 years"	"65-69"	"Male"	"M"	"Black or African American"	"2054-5"	"2003"	"2003"	13544	417661	3242.821
	"65-69 years"	"65-69"	"Male"	"M"	"Black or African American"	"2054-5"	"2004"	"2004"	13384	427949	3127.475
	"65-69 years"	"65-69"	"Male"	"M"	"Black or African American"	"2054-5"	"2005"	"2005"	13358	439883	3036.717
	"65-69 years"	"65-69"	"Male"	"M"	"Black or African American"	"2054-5"	"2006"	"2006"	13369	450406	2968.211
	"65-69 years"	"65-69"	"Male"	"M"	"Black or African American"	"2054-5"	"2007"	"2007"	13587	464596	2924.476
	"65-69 years"	"65-69"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	14089	485246	2903.476
"Total"	"65-69 years"	"65-69"	"Male"	"M"	"Black or African American"	"2054-5"			135926	4260964	3190.029
	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	91520	3865205	2367.792
	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	88182	3859032	2285.081
	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	86088	3860722	2229.842
	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	84741	3887254	2179.971
	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	84313	3967796	2124.933
	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	82606	4070842	2029.212
	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	82421	4151108	1985.518
	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	82594	4263038	1937.445
	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	84199	4437345	1897.509
	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	88436	4704490	1879.821
"Total"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"			855100	41066832	2082.216
"Total"	"65-69 years"	"65-69"	"Male"	"M"					991026	45327796	2186.354
"Total"	"65-69 years"	"65-69"							1726815	97192406	1776.697
	"70-74 years"	"70-74"	"Female"	"F"	"Black or African American"	"2054-5"	"1999"	"1999"	14929	444367	3359.610
	"70-74 years"	"70-74"	"Female"	"F"	"Black or African American"	"2054-5"	"2000"	"2000"	14565	450462	3233.347
	"70-74 years"	"70-74"	"Female"	"F"	"Black or African American"	"2054-5"	"2001"	"2001"	14000	451033	3103.986
	"70-74 years"	"70-74"	"Female"	"F"	"Black or African American"	"2054-5"	"2002"	"2002"	13798	453158	3044.854
	"70-74 years"	"70-74"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	13634	458172	2975.738
	"70-74 years"	"70-74"	"Female"	"F"	"Black or African American"	"2054-5"	"2004"	"2004"	13201	462599	2853.659
	"70-74 years"	"70-74"	"Female"	"F"	"Black or African American"	"2054-5"	"2005"	"2005"	13092	469009	2791.418
	"70-74 years"	"70-74"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	12700	479835	2646.743
	"70-74 years"	"70-74"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	12744	486725	2618.316
	"70-74 years"	"70-74"	"Female"	"F"	"Black or African American"	"2054-5"	"2008"	"2008"	12654	495256	2555.042
"Total"	"70-74 years"	"70-74"	"Female"	"F"	"Black or African American"	"2054-5"			135317	4650616	2909.658
	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	"1999"	"1999"	101255	4386249	2308.464
	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	99192	4342851	2284.030
	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	96815	4287314	2258.174
	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	94562	4222692	2239.377
	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	91364	4151726	2200.627
	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	87513	4085950	2141.803
	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	86031	4061099	2118.417
	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	83434	4054078	2058.027
	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	81085	4067705	1993.384
	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	82679	4135154	1999.418
"Total"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"			903930	41794818	2162.780
"Total"	"70-74 years"	"70-74"	"Female"	"F"					1039247	46445434	2237.565
	"70-74 years"	"70-74"	"Male"	"M"	"Black or African American"	"2054-5"	"1999"	"1999"	15732	294812	5336.282
	"70-74 years"	"70-74"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	15566	299120	5203.932
	"70-74 years"	"70-74"	"Male"	"M"	"Black or African American"	"2054-5"	"2001"	"2001"	15012	302854	4956.844
	"70-74 years"	"70-74"	"Male"	"M"	"Black or African American"	"2054-5"	"2002"	"2002"	14733	306542	4806.193
	"70-74 years"	"70-74"	"Male"	"M"	"Black or African American"	"2054-5"	"2003"	"2003"	14747	312709	4715.886
	"70-74 years"	"70-74"	"Male"	"M"	"Black or African American"	"2054-5"	"2004"	"2004"	14171	318213	4453.306
	"70-74 years"	"70-74"	"Male"	"M"	"Black or African American"	"2054-5"	"2005"	"2005"	14258	325777	4376.613
	"70-74 years"	"70-74"	"Male"	"M"	"Black or African American"	"2054-5"	"2006"	"2006"	14218	335191	4241.761
	"70-74 years"	"70-74"	"Male"	"M"	"Black or African American"	"2054-5"	"2007"	"2007"	14085	342484	4112.601
	"70-74 years"	"70-74"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	13884	350302	3963.437
"Total"	"70-74 years"	"70-74"	"Male"	"M"	"Black or African American"	"2054-5"			146406	3188004	4592.403
	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	128922	3485993	3698.286
	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	125197	3484388	3593.084
	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	121705	3484502	3492.752
	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	118994	3459071	3440.057
	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	113540	3425007	3315.030
	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	107517	3391309	3170.369
	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	107129	3395798	3154.752
	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	102331	3411469	2999.617
	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	100629	3443018	2922.697
	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	102806	3521793	2919.138
"Total"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"			1128770	34502348	3271.574
"Total"	"70-74 years"	"70-74"	"Male"	"M"					1275176	37690352	3383.296
"Total"	"70-74 years"	"70-74"							2314423	84135786	2750.819
	"75-79 years"	"75-79"	"Female"	"F"	"Black or African American"	"2054-5"	"1999"	"1999"	17054	349571	4878.551
	"75-79 years"	"75-79"	"Female"	"F"	"Black or African American"	"2054-5"	"2000"	"2000"	16859	351110	4801.629
	"75-79 years"	"75-79"	"Female"	"F"	"Black or African American"	"2054-5"	"2001"	"2001"	16974	361909	4690.129
	"75-79 years"	"75-79"	"Female"	"F"	"Black or African American"	"2054-5"	"2002"	"2002"	16997	367320	4627.300
	"75-79 years"	"75-79"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	16571	371703	4458.129
	"75-79 years"	"75-79"	"Female"	"F"	"Black or African American"	"2054-5"	"2004"	"2004"	16281	374017	4353.011
	"75-79 years"	"75-79"	"Female"	"F"	"Black or African American"	"2054-5"	"2005"	"2005"	16185	378019	4281.531
	"75-79 years"	"75-79"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	15116	377234	4007.062
	"75-79 years"	"75-79"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	15062	378478	3979.624
	"75-79 years"	"75-79"	"Female"	"F"	"Black or African American"	"2054-5"	"2008"	"2008"	14940	382373	3907.180
"Total"	"75-79 years"	"75-79"	"Female"	"F"	"Black or African American"	"2054-5"			162039	3691734	4389.238
	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	"1999"	"1999"	143842	3875879	3711.210
	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	144806	3907083	3706.243
	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	142531	3893744	3660.513
	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	140568	3871835	3630.527
	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	138111	3857294	3580.515
	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	131123	3803605	3447.335
	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	129296	3769678	3429.895
	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	124961	3734163	3346.426
	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	120965	3683059	3284.362
	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	119717	3625694	3301.906
"Total"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"			1335920	38022034	3513.542
"Total"	"75-79 years"	"75-79"	"Female"	"F"					1497959	41713768	3591.042
	"75-79 years"	"75-79"	"Male"	"M"	"Black or African American"	"2054-5"	"1999"	"1999"	15873	210570	7538.111
	"75-79 years"	"75-79"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	15682	211634	7409.962
	"75-79 years"	"75-79"	"Male"	"M"	"Black or African American"	"2054-5"	"2001"	"2001"	15616	217641	7175.119
	"75-79 years"	"75-79"	"Male"	"M"	"Black or African American"	"2054-5"	"2002"	"2002"	15434	220314	7005.456
	"75-79 years"	"75-79"	"Male"	"M"	"Black or African American"	"2054-5"	"2003"	"2003"	15288	222467	6872.030
	"75-79 years"	"75-79"	"Male"	"M"	"Black or African American"	"2054-5"	"2004"	"2004"	14830	223941	6622.280
	"75-79 years"	"75-79"	"Male"	"M"	"Black or African American"	"2054-5"	"2005"	"2005"	14718	228210	6449.323
	"75-79 years"	"75-79"	"Male"	"M"	"Black or African American"	"2054-5"	"2006"	"2006"	14144	229226	6170.330
	"75-79 years"	"75-79"	"Male"	"M"	"Black or African American"	"2054-5"	"2007"	"2007"	14001	231799	6040.147
	"75-79 years"	"75-79"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	14054	236253	5948.708
"Total"	"75-79 years"	"75-79"	"Male"	"M"	"Black or African American"	"2054-5"			149640	2232055	6704.136
	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	155859	2721384	5727.196
	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	154451	2748114	5620.254
	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	152517	2769878	5506.271
	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	150862	2788048	5411.026
	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	148708	2812176	5288.005
	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	142168	2815107	5050.181
	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	141070	2829825	4985.114
	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	136662	2837452	4816.363
	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	132199	2827294	4675.814
	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	131606	2809281	4684.686
"Total"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"			1446102	27958559	5172.305
"Total"	"75-79 years"	"75-79"	"Male"	"M"					1595742	30190614	5285.557
"Total"	"75-79 years"	"75-79"							3093701	71904382	4302.521
	"80-84 years"	"80-84"	"Female"	"F"	"Black or African American"	"2054-5"	"1999"	"1999"	16308	231410	7047.232
	"80-84 years"	"80-84"	"Female"	"F"	"Black or African American"	"2054-5"	"2000"	"2000"	16559	235532	7030.467
	"80-84 years"	"80-84"	"Female"	"F"	"Black or African American"	"2054-5"	"2001"	"2001"	16864	242527	6953.453
	"80-84 years"	"80-84"	"Female"	"F"	"Black or African American"	"2054-5"	"2002"	"2002"	17387	248864	6986.547
	"80-84 years"	"80-84"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	17201	254948	6746.866
	"80-84 years"	"80-84"	"Female"	"F"	"Black or African American"	"2054-5"	"2004"	"2004"	17403	260441	6682.128
	"80-84 years"	"80-84"	"Female"	"F"	"Black or African American"	"2054-5"	"2005"	"2005"	17744	264754	6702.071
	"80-84 years"	"80-84"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	17564	270865	6484.411
	"80-84 years"	"80-84"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	17109	275592	6208.090
	"80-84 years"	"80-84"	"Female"	"F"	"Black or African American"	"2054-5"	"2008"	"2008"	17117	279505	6124.041
"Total"	"80-84 years"	"80-84"	"Female"	"F"	"Black or African American"	"2054-5"			171256	2564438	6678.110
	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	"1999"	"1999"	175197	2787768	6284.490
	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	176553	2808414	6286.573
	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	178943	2895979	6179.016
	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	183131	2967616	6170.980
	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	182291	3007201	6061.816
	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	179195	3065529	5845.484
	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	181296	3092515	5862.413
	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	175051	3088866	5667.161
	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	171333	3084088	5555.386
	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	172286	3082577	5589.025
"Total"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"			1775276	29880553	5941.242
"Total"	"80-84 years"	"80-84"	"Female"	"F"					1946532	32444991	5999.484
	"80-84 years"	"80-84"	"Male"	"M"	"Black or African American"	"2054-5"	"1999"	"1999"	11966	114685	10433.797
	"80-84 years"	"80-84"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	12344	118627	10405.726
	"80-84 years"	"80-84"	"Male"	"M"	"Black or African American"	"2054-5"	"2001"	"2001"	12779	123098	10381.160
	"80-84 years"	"80-84"	"Male"	"M"	"Black or African American"	"2054-5"	"2002"	"2002"	13044	127492	10231.230
	"80-84 years"	"80-84"	"Male"	"M"	"Black or African American"	"2054-5"	"2003"	"2003"	13312	131585	10116.655
	"80-84 years"	"80-84"	"Male"	"M"	"Black or African American"	"2054-5"	"2004"	"2004"	12865	134816	9542.636
	"80-84 years"	"80-84"	"Male"	"M"	"Black or African American"	"2054-5"	"2005"	"2005"	13351	137527	9707.912
	"80-84 years"	"80-84"	"Male"	"M"	"Black or African American"	"2054-5"	"2006"	"2006"	13178	140920	9351.405
	"80-84 years"	"80-84"	"Male"	"M"	"Black or African American"	"2054-5"	"2007"	"2007"	12814	143608	8922.901
	"80-84 years"	"80-84"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	13019	145908	8922.746
"Total"	"80-84 years"	"80-84"	"Male"	"M"	"Black or African American"	"2054-5"			128672	1318266	9760.701
	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	151591	1645730	9211.171
	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	151919	1670809	9092.541
	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	153761	1753554	8768.535
	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	157792	1817099	8683.732
	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	158342	1860928	8508.766
	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	157174	1913306	8214.786
	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	159158	1952437	8151.761
	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	156342	1974034	7919.924
	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	154625	2001634	7724.939
	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	155817	2030879	7672.392
"Total"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"			1556521	18620410	8359.220
"Total"	"80-84 years"	"80-84"	"Male"	"M"					1685193	19938676	8451.880
"Total"	"80-84 years"	"80-84"							3631725	52383667	6932.934
"Total"									16583596	2132075118	777.815
"---"
"Dataset: Underlying Cause of Death, 1999-2017"
"Query Parameters:"
"Five-Year Age Groups: 15-19 years; 20-24 years; 25-29 years; 30-34 years; 35-39 years; 40-44 years; 45-49 years; 50-54 years;"
"55-59 years; 60-64 years ; 65-69 years; 70-74 years; 75-79 years; 80-84 years"
"Gender: Female; Male"
"Race: Black or African American; White"
"Year/Month: 1999; 2000; 2001; 2002; 2003; 2004; 2005; 2006; 2007; 2008"
"Group By: Five-Year Age Groups; Gender; Race; Year"
"Show Totals: True"
"Show Zero Values: False"
"Show Suppressed: False"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/ucd.html for more information."
"---"
"Query Date: Jul 16, 2019 5:12:35 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Underlying Cause of Death"
"1999-2017 on CDC WONDER Online Database, released December, 2018. Data are from the Multiple Cause of Death Files, 1999-2017, as"
"compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed"
"at http://wonder.cdc.gov/ucd-icd10.html on Jul 16, 2019 5:12:35 PM"
"---"
Caveats:
"1. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,"
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Not Stated."
"2. Information included on the death certificate about the race and Hispanic ethnicity of the decedent is reported by the"
"funeral director as provided by an informant, often the surviving next of kin, or, in the absence of an informant, on the basis"
"of observation. Race and ethnicity information from the census is by self-report. To the extent that race and Hispanic origin"
"are inconsistent between these two data sources, death rates will be biased. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Racial Differences."
"3. The population figures for year 2017 are bridged-race estimates of the July 1 resident population, from the Vintage 2017"
"postcensal series released by NCHS on June 27, 2018. The population figures for year 2016 are bridged-race estimates of the July"
"1 resident population, from the Vintage 2016 postcensal series released by NCHS on June 26, 2017. The population figures for"
"year 2015 are bridged-race estimates of the July 1 resident population, from the Vintage 2015 postcensal series released by NCHS"
"on June 28, 2016. The population figures for year 2014 are bridged-race estimates of the July 1 resident population, from the"
"Vintage 2014 postcensal series released by NCHS on June 30, 2015. The population figures for year 2013 are bridged-race"
"estimates of the July 1 resident population, from the Vintage 2013 postcensal series released by NCHS on June 26, 2014. The"
"population figures for year 2012 are bridged-race estimates of the July 1 resident population, from the Vintage 2012 postcensal"
"series released by NCHS on June 13, 2013. The population figures for year 2011 are bridged-race estimates of the July 1 resident"
"population, from the Vintage 2011 postcensal series released by NCHS on July 18, 2012. Population figures for 2010 are April 1"
"Census counts. The population figures for years 2001 - 2009 are bridged-race estimates of the July 1 resident population, from"
"the revised intercensal county-level 2000 - 2009 series released by NCHS on October 26, 2012. Population figures for 2000 are"
"April 1 Census counts. Population figures for 1999 are from the 1990-1999 intercensal series of July 1 estimates. Population"
"figures for the infant age groups are the number of live births. <br/><b>Note:</b> Rates and population figures for years 2001 -"
"2009 differ slightly from previously published reports, due to use of the population estimates which were available at the time"
"of release."
